Station Name,City,State,ZIP,Latitude,Longitude
GM - Dahl Chevrolet Buick GMC,Winona,MN,55987,44.043932,-91.669806
ACCREDITED NORTHWEST,Edina,MN,55439,44.870995,-93.356374
ACCREDITED SOUTHWEST,Edina,MN,55439,44.870939,-93.356368
ACCREDITED NORTHEAST,Edina,MN,55439,44.871076,-93.35605
"Fareway Store #089 (Stewartville, MN)",Stewartville,MN,55976,43.87155,-92.48553
RLSC RLSC,Red Lake,MN,56671,47.876851,-95.013606
Miller Buick GMC St Cloud,St Cloud,MN,56301,45.547185,-94.193374
EMC LLC GATEWAY 2,Plymouth,MN,55447,45.014117,-93.481472
Casey's - Tesla Supercharger,Onamia,MN,56359,46.066625,-93.663163
Culver's - Tesla Supercharger,Owatonna,MN,55060,44.095802,-93.249586
Holiday Stationstores - Tesla Supercharger,Little Falls,MN,56345,45.9752673,-94.335443
Edison at Rice Creek Phase 4,Shoreview,MN,55126,45.1189573,-93.1868802
Edison at Woodbury,Woodbury,MN,55129,44.9422878,-92.8840296
Faribault Crossroads Development,Faribault,MN,55021,44.311024,-93.290115
MB OF ST. PAUL STATION 1,Maplewood,MN,55109,45.024576,-93.047077
DAKOTA COUNTY KAPOSIA,South Saint Paul,MN,55075,44.891379,-93.042418
DAKOTA COUNTY KAPOSIA 2,South Saint Paul,MN,55075,44.89137,-93.042348
Steele-Waseca Cooperative Electric,Owatonna,MN,55060,44.0835792502624,-93.2577641378944
CITY OF EDINA CITY HALL 4,Minneapolis,MN,55424,44.91139,-93.347792
CITY OF CARVER STATION 1,Carver,MN,55315,44.770054,-93.648367
KDC Management Strip Mall,Lino Lakes,MN,55014,45.18249705164779,-93.10827136181436
Macalester College Tennis Courts,St Paul,MN,55105,44.9362406282997,-93.169542227253
Rochester Chevrolet Cadillac,Rochester,MN,55902,44.006211,-92.476199
City of Grand Rapids - Library,Grand Rapids,MN,55744,47.233236,-93.52492
City of Grand Rapids - Chamber of Commerce,Grand Rapids,MN,55744,47.235231,-93.529476
City of Grand Rapids - Central School,Grand Rapids,MN,55744,47.236819,-93.529034
City of Grand Rapids - Civic Center,Grand Rapids,MN,55741,47.247801,-93.535978
Rochester Ford,Rochester,MN,55901,44.07472794278536,-92.5041080454375
LUTHER BMW PPM NORTH LOT,Rochester,MN,55901,44.054143,-92.493119
394 HYUNDAI CUSTOMER PARK,St. Louis Park,MN,55426,44.970716,-93.364433
1112 3rd St W,Thief River Falls,MN,56701,48.119184,-96.198506
CircleK - Jordan,Jordan,MN,55352,44.67047,-93.63847
Corporate Office North,Austin,MN,55912,43.682495,-92.967882
Corporate Office South,Austin,MN,55912,43.677443,-92.975629
R&D Innovation Center (Pilot Plant),Austin,MN,55912,43.68434,-92.969543
SPAM Museum,Austin,MN,55912,43.669463,-92.974157
R&D Lab,Austin,MN,55912,43.688658,-92.961795
Jay Malone Motors,Hutchinson,MN,55350,44.89493297633024,-94.3934258745692
HYBB BUILDING,Brooklyn Park,MN,55445,45.102077,-93.388808
HYBB ROW 2,Brooklyn Park,MN,55445,45.101976,-93.388946
Viking Lakes Bldg A,Eagan,MN,55121,44.857174,-93.122748
50 SOUTH SIXTH 50SS.L5.#1,Minneapolis,MN,55402,44.978487,-93.27205
50 SOUTH SIXTH 50SS.L5.#2,Minneapolis,MN,55402,44.978422,-93.272071
Hy-Vee Grocery Store - Tesla Supercharger,Worthington,MN,56187,43.631533,-95.595239
HENNEPIN COUNTY HC GOV CNT#1-P2,Minneapolis,MN,55487,44.975623,-93.266295
Engineered Products Company,Minnetonka,MN,55343,44.90575804712941,-93.40499914490478
Hackensack Municipal Parking Lot,Hackensack,MN,56452,46.9310634147337,-94.5223334109572
Luther Cadillac,Vadnais Heights,MN,55110,45.0472356917807,-93.03608758167762
Harrison Ford of Mankato - Level2,Mankato,MN,56001,44.165453,-93.945785
PK1 PK1,St. Louis Park,MN,55416,44.966898,-93.350841
Apple CDJR of Shakopee,Shakopee,MN,55379,44.774324,-93.509743
LEXUS WAYZATA LEXUS CHARGER,Wayzata,MN,55391,44.972098,-93.482067
ANOKA RAMSEY CC ATC 2,Anoka,MN,55303,45.21414,-93.414539
ANOKA RAMSEY CC ATC 1,Anoka,MN,55303,45.216597,-93.417043
Davis Chevrolet of Delano,Delano,MN,55328,45.034636,-93.781423
CHEV WAYZATA STATION 2,Wayzata,MN,55391,44.97198,-93.484666
LUTHER BMW BMW 01,Rochester,MN,55901,43.946815,-92.351367
LUTHER BMW BMW 02,Rochester,MN,55901,43.946777,-92.351368
MERIDIAN BLUE MERIDIAN 102,Lakeville,MN,55044,44.635236,-93.22317
MERIDIAN BLUE MERIDIAN 101,Lakeville,MN,55044,44.635261,-93.22319
CircleK - Rochester,Rochester,MN,55901,44.04307,-92.4863
CircleK - St Cloud,Saint Cloud,MN,56301,45.49793,-94.15106
Warners’ Stellian,Minneapolis,MN,55413,44.99956110822697,-93.224150975307
Wieser Park Pavilion,La Crescent,MN,55947,43.82749,-91.33003
Diamond Buick GMC of Alexandria,Alexandria,MN,56308,45.83521190755044,-95.3866599013519
Parking Garage Stall #12,Golden Valley,MN,55416,44.975233,-93.3563069
Hopkins Honda,Hopkins,MN,55343,44.92012028306952,-93.40933247055256
4th and Park Apartments,Minneapolis,MN,55415,44.97624756533509,-93.25936489435884
North Loop Green,Minneapolis,MN,55401,44.98338142276183,-93.2762118329632
DAKOTA COUNTY SMART CENTER,Inver Grove Heights,MN,55077,44.816007,-93.04624
HENNEPIN COUNTY ROCKFORD RD LIB,Crystal,MN,55427,45.031869,-93.361967
Superior Ford-Plymouth-Series,Plymouth,MN,55442,45.056329,-93.402831
ALLIED ER VET ALLIED 2,Brooklyn Park,MN,55445,45.122838,-93.38779
ALLIED ER VET ALLIED 1,Brooklyn Park,MN,55445,45.122785,-93.387983
Burger King,Glencoe,MN,55336,44.76891,-94.13267
City of Duluth L2 Lake Place Parking-Canal Park,Duluth,MN,55802,46.78661,-92.09463
WSU - Integrated Wellness Complex,Winona,MN,55987,44.04544,-91.64271
Rochester 3rd Street Ramp,Rochester,MN,55902,44.02027,-92.46492
WASC,Fairmont,MN,56031,43.66681,-94.45739
City of Harmony,Harmony,MN,55939,43.55448,-92.01085
City of Park Rapids,Park Rapids,MN,56470,46.92031,-95.06107
Avani Market,Rochester,MN,55902,44.02315,-92.48651
Ohuta Beach,Lake City,MN,55041,44.45278,-92.26855
"Princeton Public Utilities Princeton, MN",Princeton,MN,55371,45.57107,-93.57954
Service Foods,Fergus Falls,MN,56537,46.28281,-96.07916
Rochester Center Street Ramp,Rochester,MN,55902,44.02357,-92.46353
Red Wing City Hall,Red Wing,MN,55066,44.56464,-92.5321
City of Litchfield Memorial Park,Litchfield,MN,55355,45.10047,-94.54408
Woodgate Apartments,Cloquet,MN,55720,46.71274,-92.45933
WSU - Kryzsko Commons,Winona,MN,55987,44.04729,-91.64534
Grand Marais Public Utilities City Hall Parking Lot - South Side,Grand Marais,MN,55604,47.74897,-90.33363
Northern Lights Casino,Walker,MN,56484,47.05486,-94.53668
IPS HQ,Saint Paul,MN,55113,45.02173,-93.20562
North Preston,Preston,MN,55965,43.67685,-92.08809
AU Riverland charger,Austin,MN,55912,43.67614,-92.99616
City of Dodo Valley,Saint Paul,MN,55111,44.88338,-93.20734
City of Fosston,Fosston,MN,56542,47.57501,-95.74995
Nelson Auto World,Minneapolis,MN,55414,44.98791,-93.22865
Nelson Auto World,Minneapolis,MN,55414,44.98791,-93.22852
36Lyn Refuel Station,Minneapolis,MN,55408,44.93803,-93.28782
Doc's Sports Bar and Grill,Sturgeon Lake,MN,55783,46.37283,-92.78792
Noodles & Company,Moorhead,MN,56560,46.84933,-96.7667
Saint Peter Food Cooperative,Saint Peter,MN,56082,44.32263,-93.96003
City Of Owatonna,Owatonna,MN,55060,44.08311,-93.22941
City Of Saint Peter,Saint Peter,MN,56082,44.3238,-93.95644
Lyon-Lincoln Electric Cooperative,Tyler,MN,56178,44.26817,-96.14203
White Bear Lake Superstore,White Bear Lake,MN,55110,45.05896,-93.02666
City Of Saint Cloud,St. Cloud,MN,56303,45.56207,-94.15971
City Of Little Falls,Little Falls,MN,56345,45.97396,-94.36432
City Of Crosby Library,Crosby,MN,56441,46.48161,-93.94886
Fresh Thyme Farmer's Market,Rochester,MN,55901,44.02284,-92.48678
City Of Springfield,Springfield,MN,56087,44.24342,-94.96694
Northern Lights Casino - Walker,Walker,MN,56484,47.05486,-94.53668
Waseca Utilities,Waseca,MN,56093,44.09561,-93.50952
City of New Ulm,New Ulm,MN,56073,44.31495,-94.46152
Chisholm,Chisholm,MN,55719,47.4884,-92.88273
Mankato Area Foundation,Mankato,MN,56001,44.16619,-94.00152
City of Faribault,Faribault,MN,55021,44.29339,-93.2674
Schmelz Countryside Volkswagen,Maplewood,MN,55109,45.01104,-93.05099
Cannon Falls,Cannon Falls,MN,55009,44.5071,-92.90955
Motley Motel,Motley,MN,56466,46.34244,-94.64784
High Plains Cooperative,Plainview,MN,55964,44.1658,-92.16959
Cove Point Lodge,Duluth,MN,55804,47.24753,-91.31286
Gamma Vacuum,Shakopee,MN,55379,44.794086,-93.487504
Ombimdwaa Gidinawemmaaganiaadog,Red Lake,MN,56671,47.877843518975205,-95.02277628860992
Novotny MN,Baxter,MN,56425,46.37588390668431,-94.25188840590694
The Linden,Mendota Heights,MN,55118,44.88557,-93.12179
GMC Apple Valley,Apple Valley,MN,55124,44.7384,-93.21857
Electric123,Eagan,MN,55123,44.8331,-93.13428
Lofts of Stillwater,Stillwater,MN,55082,45.06012,-92.80675
WAABINOKWE IHS EAST STATION,Mahnomen,MN,56557,47.28577,-95.61739
MSP1,Brooklyn Park,MN,55428,45.0853699,-93.3932272
BUFFALO FORD #1 EAST,Buffalo,MN,55313,45.174484,-93.866055
BUFFALO FORD #2 MIDDLE,Buffalo,MN,55313,45.174472,-93.866091
BUFFALO FORD #3 WEST,Buffalo,MN,55313,45.17445,-93.866146
Hawthorne Transportation Center,Minneapolis,MN,55403,44.9776768590266,-93.27816370407734
New Brighton Ford - DCFC,New Brighton,MN,55112,45.06596756914495,-93.22006724489792
STJ LIGHT DEPT. DOWNTOWN PARK1,Saint James,MN,56081,43.982739,-94.628286
Apple Valley Ford,Apple Valley,MN,55124,44.731584,-93.2111
Apple Ford Shakopee,Shakopee,MN,55379,44.775645,-93.509585
DAKOTA COUNTY EMPIRE 3,Rosemount,MN,55068,44.71604,-93.124366
DAKOTA COUNTY EMPIRE 2,Rosemount,MN,55068,44.71603,-93.124402
CircleK - Plymouth,Plymouth,MN,55447,45.01375,-93.46062
Service Bay - Christian Brothers Ford,Crookston,MN,56716,47.7609977,-96.588768
Superior Ford-Plymouth-DCFC,Plymouth,MN,55442,45.05689442298368,-93.40350905922118
North Country Ford,Minneapolis,MN,55433,45.1594554481442,-93.28386596773068
Westbridge Center,Warren,MN,56762,48.19485,-96.77472
LEXUS WAYZATA MONUMENT CHARGE,Wayzata,MN,55391,44.972096,-93.482134
RED LAKE HOSPIT STATION 1,Red Lake,MN,56671,47.87777,-95.028506
BWL IL STATION BWL IL STATION1,Oak Park Heights,MN,55082,45.029699,-92.832046
PARKING LOT DDC EAST,Prior Lake,MN,55372,44.725238,-93.465082
PARKING LOT DDC WEST,Prior Lake,MN,55372,44.72525,-93.465146
Inver Grove Ford - DCFC,Inver Grove Heights,MN,55077,44.88046583196521,-93.08201081321305
Midwest EV Recharging,Milaca,MN,56353,45.75674,-93.63217
Albany Chrysler - DCFC,Albany,MN,56307,45.62488795734958,-94.57235415337692
Winnebago ATG,Savage,MN,55378,44.78105,-93.3919
DAKOTA COUNTY SPRING LAKE 1,Hastings,MN,55033,44.765837,-92.936183
Luther Westside Volkswagen - Level 2,St. Louis Park,MN,55416,44.96009499729604,-93.34690337717124
Arlington Hills Community Center,St. Paul,MN,55130,44.9764729428353,-93.0726399943921
WAABINOKWE IHS WESU NORTHEAST,Ogema,MN,56569,47.090977,-95.854828
Winnebago ATG MN,Savage,MN,55378,44.78101356,-93.39177942
Greensboro Condominiums & Townhomes,St. Louis Park,MN,55426,44.96233,-93.37483
Warroad City Office,Warroad,MN,56763,48.9061,-95.31778
Highline construction inc,Paynesville,MN,56362,45.35726524094089,-94.70173547529616
Buerkle Honda,Vadnais Heights,MN,55110,45.04277195386424,-93.037044703396
OLMSTED COUNTY 2122-01,Rochester,MN,55904,44.024366,-92.431237
OLMSTED COUNTY 2117-01,Rochester,MN,55904,44.022313,-92.43007
OLMSTED COUNTY 2100-01,Rochester,MN,55904,44.022216,-92.433903
Children's Museum of Southern Minnesota,Mankato,MN,56001,44.16177,-94.01349
Bloomington Chrysler Jeep Dodge Ram,Bloomington,MN,55431,44.85827736,-93.30925434
Walser Chrysler Jeep Dodge Ram Hopkins,Hopkins,MN,55343,44.92418903,-93.40491434
Inver Grove Honda,Inver Grove Heights,MN,55077,44.88260826,-93.08224985
OLMSTED COUNTY 2118-01,Rochester,MN,55904,44.023113,-92.431644
Cornerstone Ford - Level 2,Elk River,MN,55330,45.28347838869316,-93.54862509996872
ELEMENTS ELEMENTS 1,Minneapolis,MN,55410,44.920236,-93.328571
ELEMENTS ELEMENTS 2,Minneapolis,MN,55410,44.920231,-93.328587
City of Granite Falls,Granite Falls,MN,56241,44.80576,-95.53962
Austin Ford,Austin,MN,55912,43.66627836,-93.01253281
Lilac Hill,Northfield,MN,55057,44.46428006900352,-93.15048256195146
4400 Baker Rd,MINNETNKA MLS,MN,55343,44.922225632732726,-93.44892130670118
BEST BUY RETAIL LANCASTER DDC 4,Minneapolis,MN,55423,44.864497,-93.305264
BEST BUY RETAIL LANCASTER DDC 2,Minneapolis,MN,55423,44.864474,-93.30521
BEST BUY RETAIL LANCASTER DDC 1,Minneapolis,MN,55423,44.864504,-93.305028
BEST BUY RETAIL LANCASTER DDC 3,Minneapolis,MN,55423,44.864497,-93.305135
Lake Isabelle Flats,Hastings,MN,55033,44.74305093413038,-92.84776073141808
DAKOTA COUNTY NSC,West Saint Paul,MN,55118,44.884722,-93.088105
Luther Westside Volkswagen - DCFC,St. Louis Park,MN,55416,44.96009499729604,-93.34690337717124
Cornerstone Ford - DCFC,Elk River,MN,55330,45.28347838869316,-93.54862509996872
Harrison Ford of Mankato - DCFC,Mankato,MN,56001,44.165453,-93.945785
HUCK APARTMENTS STATION 1,Minneapolis,MN,55413,44.992049,-93.261321
HUCK APARTMENTS STATION 2,Minneapolis,MN,55413,44.99205,-93.261422
Bloomington Acura,Bloomington,MN,55420,44.86051287489448,-93.287542182902
Luther Audi Rochester,Rochester,MN,55901,44.05414203237832,-92.49314549348858
Ken Waschke Auto Plaza,VIRGINIA,MN,55792,47.531581,-92.540091
Dairy Queen Grill & Chill - Tesla Destination,Ely,MN,55731,47.903376,-91.844615
DAKOTA COUNTY NSC 2,West Saint Paul,MN,55118,44.884726,-93.088343
AR MPLS SN 2954 EXPRESS 250,St. Louis Park,MN,55416,44.963532,-93.342584
"Simon Albertville Premium Outlets (Albertville, MN)",Albertville,MN,55301,45.24445,-93.66541
McDonalds #7056 Rogers,"Rogers, MN 55374",MN,55374,45.195626,-93.549357
ST LOUIS PARK MSC STATION,St. Louis Park,MN,55426,44.930924,-93.371792
1600 SPRUCETREE 1600SPRUCETREE2,Saint Paul,MN,55104,44.955074,-93.168105
North Country Ford S7's,Minneapolis,MN,55433,45.1594554481442,-93.28386596773068
St. Cloud City Hall,St. Cloud,MN,56301,45.55329139188101,-94.16471871954543
WHITEKNIGHT EAST HEIGHTS 1,Mankato,MN,56001,44.170956,-93.94218
WHITEKNIGHT WEST HEIGHTS 1,Mankato,MN,56001,44.170899,-93.942339
Metropolitan Ford - DCFC,Eden Prairie,MN,55344,44.86693024987832,-93.43399088806623
Kinseth Hospitality Co,Owatonna,MN,55060,44.08275463712669,-93.2443846061219
JCHNATURECENTER CSN-01654351,Austin,MN,55912,43.678917,-92.939556
Houston CC EV Charger 1,Houston,MN,55943,43.76345,-91.56991
BELW GIANT BLUE EARTH ST 1,Blue Earth,MN,56013,43.651444,-94.095869
RIZE OPUS PARK STATION 2,Hopkins,MN,55343,44.894858,-93.407125
RIZE OPUS PARK STATION 1,Hopkins,MN,55343,44.894797,-93.407119
RIZE OPUS PARK STATION 3,Hopkins,MN,55343,44.894715,-93.407117
National Sports Village,Blaine,MN,55449,45.16048,-93.21524
Luther Infiniti of Bloomington - Series,Bloomington,MN,55431,44.85835995899854,-93.29920145852796
ST LOUIS PARK CITY HALL,St. Louis Park,MN,55416,44.94809,-93.3429
"McDonalds #12407, Maple Grove",Maple Grove,MN,55369,45.10532,-93.45243
University Avenue at 1919,Saint Paul,MN,55104,44.958365029571496,-93.18008734743276
COONRAPIDS STATION 1,Coon Rapids,MN,55433,45.196811,-93.347526
COONRAPIDS STATION 2,Coon Rapids,MN,55433,45.197012,-93.347101
SLP 8221-8231 STATION 1,St. Louis Park,MN,55426,44.935403,-93.383965
UNIV ST THOMAS TOMMIE 7,Saint Paul,MN,55105,44.940042,-93.192404
95 E 7TH STATION 1,Saint Paul,MN,55101,44.949973,-93.093511
95 E 7TH STATION 2,Saint Paul,MN,55101,44.950021,-93.093506
145 E 7TH 145 STATION 1,Saint Paul,MN,55101,44.950992,-93.092671
145 E 7TH 145 STATION 2,Saint Paul,MN,55101,44.950557,-93.092005
Ford Charge - Anderson & Koch Ford,North Branch,MN,55056,45.50936865,-92.9951544
Ford Charge - Lundgren Ford,Eveleth,MN,55734,47.4788303,-92.53139445
Ford Charge - Chuck Spaeth Ford,New Ulm,MN,56073,44.32498998,-94.47181783
Ford Charge - Atwater Ford,Atwater,MN,56209,45.13866239,-94.7837098
Ford Charge - Kruse Ford Lincoln,Marshall,MN,56258,44.45150677,-95.75121936
Ford Charge - Weelborg Ford,Redwood Falls,MN,56283,44.54185982,-95.09211866
LUNDS FOODS LUND PENFIELD 2,St Paul,MN,55101,44.951462,-93.094966
LUNDS FOODS STATION 2,Minneapolis,MN,55435,44.873084,-93.327998
LUNDS FOODS STATION 1,Minneapolis,MN,55435,44.873061,-93.32817
LUNDS FOODS LUNDS PENFIELD,St Paul,MN,55101,44.951523,-93.095084
Element by Westin Mall of America - Tesla Destination,Bloomington,MN,55425,44.85572,-93.237112
"Richfield, MN - Tesla Destination",Richfield,MN,55423,44.8641,-93.30556
Hertz Local Edition #7016 - Tesla Destination,Coon Rapids,MN,55433,45.169097,-93.334271
The Hotel Landing - Tesla Destination,Wayzata,MN,55391,44.967921,-93.505591
Apadana Solar Technologies - Tesla Destination,New Hope,MN,55427,45.019266,-93.374233
"Edina, MN (Pay to Park) - Tesla Destination",Edina,MN,55435,44.886355,-93.329387
"Hampton Inn Eden Prairie Minneapolis, Mn - Tesla Destination",Eden Prairie,MN,55344,44.861408,-93.426688
Carpenter St. Croix Valley Nature Center Minnesota Campus - Tesla Destination,Hastings,MN,55033,44.766526,-92.814444
The Colonnade - Tesla Destination,Golden Valley,MN,55416,44.971416,-93.35029
Best Western Plus Isanti - Tesla Destination,Isanti,MN,55040,45.489675,-93.238039
Charger #1,Otsego,MN,55330,45.25805683,-93.64099562
US LED,Plymouth,MN,55447,45.01409687,-93.48110173
City of Duluth Medical District Ramp #1,Duluth,MN,55805,46.79053,-92.09494
HENNEPIN COUNTY MAPLEGROVELIB 1,Maple Grove,MN,55369,45.102563,-93.44104
HENNEPIN COUNTY MAPLEGROVELIB 2,Maple Grove,MN,55369,45.102576,-93.440937
Bloomington Acura - DCFC,Bloomington,MN,55420,44.86051287489448,-93.287542182902
Dave Syverson Ford,Albert Lea,MN,56007,43.65598631128864,-93.33423626113974
League of Minnesota cities - Series,Saint Paul,MN,55103,44.9562497041027,-93.10652423223544
VLR Building B - Garage,Eagan,MN,55121,44.85714,-93.12496
VLR Building C - Garage,Eagan,MN,55121,44.85796,-93.12267
Luther Infiniti of Bloomington - DCFC,Bloomington,MN,55431,44.85835995899854,-93.29920145852796
OLMSTED COUNTY PWSC-01,Rochester,MN,55902,43.948787,-92.443275
McD #671 Jefferson,St. Paul,MN,55102,44.931107,-93.122372
MALL OF AMERICA MOA EAST P1 S,Bloomington,MN,55425,44.855003,-93.239362
MALL OF AMERICA MOA EAST P4 S,Bloomington,MN,55425,44.854908,-93.239368
MALL OF AMERICA MOA WEST P1 S,Bloomington,MN,55425,44.854589,-93.245091
MALL OF AMERICA MOA WEST P1 N,Bloomington,MN,55425,44.854697,-93.245033
MALL OF AMERICA MOA WEST P4 N,Bloomington,MN,55425,44.854599,-93.244869
MALL OF AMERICA MOA WEST P4 S,Bloomington,MN,55425,44.854517,-93.244888
MALL OF AMERICA MOA EAST P4 N,Bloomington,MN,55425,44.854932,-93.239393
ZEST ZEST 2,Minneapolis,MN,55419,44.90472,-93.27865
MARTINBLU SPOTS 201 & 202,Eden Prairie,MN,55344,44.863917,-93.458159
MARTINBLU SPOTS 142 & 144,Eden Prairie,MN,55344,44.863869,-93.458179
MARTINBLU SPOTS 203 & 204,Eden Prairie,MN,55344,44.864013,-93.458212
"Menards Alexandria 3183 (Alexandria, MN)",Alexandria,MN,56308,45.84646,-95.38148
SOUTH 1,New Brighton,MN,55112,45.054775,-93.19261
3M 236 STATION #3,Maplewood,MN,55119,44.954259,-92.987674
DAIKIN APPLIED DAIKIN 4,Plymouth,MN,55441,45.0038,-93.452962
DAIKIN APPLIED DAIKIN 5,Plymouth,MN,55441,45.00375,-93.452923
DAIKIN APPLIED DAIKIN 3,Plymouth,MN,55441,45.003828,-93.452902
DAIKIN APPLIED DAIKIN 1,Minneapolis,MN,55441,45.00453,-93.45237
DAIKIN APPLIED DAIKIN 2,Plymouth,MN,55441,45.003787,-93.452875
PARKING LOT LSC WEST,Prior Lake,MN,55372,44.736414,-93.47561
Mill on Main,Austin,MN,55912,43.67264747397292,-92.9761352620058
PARKING LOT HOCOKATA TI LLE,Shakopee,MN,55379,44.758759,-93.46322
PARKING LOT HOCOKATA TI LLW,Shakopee,MN,55379,44.758738,-93.463293
EPCC-1 CITY DC FAST 2,Eden Prairie,MN,55344,44.855735,-93.462115
EPCC-1 CITY DC FAST 1,Eden Prairie,MN,55344,44.855739,-93.462063
AU Office Lvl 2,Austin,MN,55912,43.68694,-92.95303
BIGOS EV CT4000,Minneapolis,MN,55414,44.98595,-93.253257
PARKING LOT HOCOKATA TI ULW,Shakopee,MN,55379,44.758509,-93.463325
PARKING LOT HOCOKATA TI ULE,Shakopee,MN,55379,44.758453,-93.463293
ST LOUIS PARK AQUILA PARK STN,St. Louis Park,MN,55426,44.945734,-93.385942
