Station Name,City,State,ZIP,Latitude,Longitude
CITY OF ST PAUL COMO PV2,Saint Paul,MN,55117,44.981598,-93.143754
MN2111 LEVEL 3- B,Minneapolis,MN,55415,44.975204,-93.265627
SHOREVIEW SHOREVIEW #1,Shoreview,MN,55126,45.080668,-93.132497
TARGET T0260 STATION 2,St. Louis Park,MN,55416,44.936417,-93.347941
TARGET T0821 STATION 2,Alexandria,MN,56308,45.849624,-95.389833
TARGET T1095 STATION 1,Minneapolis,MN,55413,45.004281,-93.228471
TARGET T0100 STATION 2,Minnetonka,MN,55305,44.970514,-93.446983
HENNEPIN COUNTY TARGETFIELDSTN2,Minneapolis,MN,55401,44.983222,-93.278159
UNIV ST THOMAS TOMMIE 3,Saint Paul,MN,55104,44.945788,-93.187583
UNIV ST THOMAS TOMMIE 2,Saint Paul,MN,55104,44.943749,-93.188278
ST LOUIS PARK WHNC INTER CTR,St. Louis Park,MN,55426,44.965168,-93.387085
MYSTIC LAKE CNT NORTH LOT 4,Prior Lake,MN,55372,44.733734,-93.475598
MYSTIC L CASINO MAIN LOT 2,Prior Lake,MN,55372,44.72905,-93.472633
MYSTIC L CASINO MAIN LOT 1,Prior Lake,MN,55372,44.729037,-93.472656
TARGET T0549 STATION 6,Minneapolis,MN,55403,44.973933,-93.275225
CLEARY LAKE VISITOR CENTER,Prior Lake,MN,55372,44.689018,-93.387792
ACCREDITED NORTH,Edina,MN,55439,44.870761,-93.355249
ERMU STATIONS STATION 1,Elk River,MN,55330,45.30338,-93.568215
LUNDS FOODS WHITE BEAR 1,White Bear Lake,MN,55127,45.081105,-93.05498
LUNDS FOODS WHITE BEAR 2,White Bear Lake,MN,55127,45.081136,-93.054926
CNX L2-2,Ramsey,MN,55303,45.236423,-93.447238
CNX L2-3,Ramsey,MN,55303,45.236367,-93.447187
Madden's on Gull Lake,Brainerd,MN,56401,46.396243,-94.375186
EPA Duluth,Duluth,MN,55804,46.838786,-92.003076
FMC Rochester,Rochester,MN,55904,44.024194,-92.436226
FCI Sandstone,Sandstone,MN,55072,46.109742,-92.853494
FCI Waseca,Waseca,MN,56093,44.067124,-93.517257
FPC Duluth,Duluth,MN,55811,46.835676,-92.194171
People’s Energy Co-op,Oronoco,MN,55960,44.145484,-92.535787
WATERWALK GOLD BUILDING 1,Plymouth,MN,55442,45.060635,-93.406645
WATERWALK SILVER GARAGE,Plymouth,MN,55442,45.060908,-93.406624
White Oak Casino,Deer River,MN,56636,47.34008,-93.81242
Cedar Lakes Casino,Cass Lake,MN,56633,47.38362,-94.61624
HYATT HOUSE STATION 2,Rochester,MN,55901,44.02655,-92.46468
KELLOGG SQUARE KS-111-35BB,Saint Paul,MN,55101,44.946118,-93.090118
KELLOGG SQUARE KS-111-35AE,Saint Paul,MN,55101,44.946222,-93.090012
HYATT HOUSE STATION 1,Rochester,MN,55901,44.02676,-92.46509
PUBLIC STATIONS BOOM ISLAND 1,Minneapolis,MN,55413,44.992554,-93.270064
ELAN WEST END STATION 1,St. Louis Park,MN,55416,44.96897,-93.344864
ELAN WEST END STATION 2,St. Louis Park,MN,55416,44.968967,-93.3449
Maple Grove Transit Station,Maple Grove,MN,55369,45.0924,-93.4375
HY VEE OAKDALE WEST,Oakdale,MN,55128,44.964438,-92.96147
CASWELL EV CASWELL NORTH,North Mankato,MN,56003,44.1896,-94.0418
KLINE VOLVO CAR KVOLVO SALES,Maplewood,MN,55109,45.033756,-93.04355
Trail's Travel Center,Albert Lea,MN,56007,43.65789,-93.31843
HY VEE MAPLEWOOD,MAPLEWOOD,MN,55109,45.016453,-93.020935
HY VEE SLP WEST,Spring Lake Park,MN,55432,45.116375,-93.23971
HY VEE SLP EAST,Spring Lake Park,MN,55432,45.116093,-93.238945
ZORBAZ ZORBAZ 1,Park Rapids,MN,56470,46.97831,-94.949615
BLAZE ROSEVILLE EV1,Roseville,MN,55113,45.015299,-93.177215
MY CREDIT UNION LYNDALE AVE,Bloomington,MN,55420,44.830651,-93.289183
EKOMARKT NORTH,Baxter,MN,56425,46.378387,-94.25121
EKOMARKT SOUTH,Baxter,MN,56425,46.378315,-94.25114
CASWELL EV CASWELLSOFTBALL,North Mankato,MN,56003,44.182217,-94.04377
DAKOTA COUNTY LEBANON HILLS,Eagan,MN,55123,44.786481,-93.127976
MCPA EAST UNIT 3,Saint Paul,MN,55155,44.956949,-93.084392
METROPOINT METROPOINT 2,Minneapolis,MN,55426,44.974733,-93.402986
METROPOINT METROPOINT 1,Minneapolis,MN,55426,44.974691,-93.403
SMM SMM 1,Saint Paul,MN,55102,44.942471,-93.098782
CITY OF LUVERNE TRAILHEAD,Luverne,MN,56156,43.654344,-96.202756
Market Place Foods - Tesla Supercharger,Bemidji,MN,56601,47.492211,-94.90707
EPCC-1 COMM CENTER,Eden Prairie,MN,55346,44.870412,-93.489376
EPCC-1 STARING PARK,Eden Prairie,MN,55347,44.83441,-93.46326
EPCC-1 RILEY PAVILION,Eden Prairie,MN,55347,44.836876,-93.511
CITY OF EDINA SOUTHDALE LIQ,Edina,MN,55435,44.880737,-93.3209
Black Bear Casino Resort - Tesla Supercharger,Carlton,MN,55718,46.664876,-92.477685
MCPA EAST UNIT 4,Saint Paul,MN,55155,44.956941,-93.084575
Metropolitan Ford - Level 2,Eden Prairie,MN,55344,44.86693024987832,-93.43399088806623
The Durham Apartments station location,Edina,MN,55435,44.872261,-93.3196911
8300 Tower,Bloomington,MN,55437,44.8526766,-93.3529821
North Loop,Minneapolis,MN,55401,44.990467230279,-93.280177705765
LPM Stations,Minneapolis,MN,55403,44.969081,-93.2807082
GOLDEN VALLEY BROOKVIEW,Minneapolis,MN,55426,44.97466,-93.38516
Malone's Bar & Grill,Maple Grove,MN,55369,45.09417,-93.441264
NPS MWRO: PIPE - Maintenance Facility,Pipestone,MN,56164,44.015106,-96.317508
NPS MWRO: PIPE - Visitor Center,Pipestone,MN,56164,44.013314,-96.325224
Goodwill,Alexandria,MN,56308,45.889789,-95.375178
Goodwill,Vadnais Heights,MN,55127,45.0777846793849,-93.0553904424209
Goodwill,Oak Park Heights,MN,55082,45.0348945428007,-92.8391832892217
Goodwill,St. Paul,MN,55104,44.9559330557038,-93.1527729059029
FRIDLEY CC STATION 1,Fridley,MN,55432,45.096098,-93.261605
Medical District Parking Ramp,Duluth,MN,55805,46.7908929404299,-92.0948785848503
HY VEE OAKDALE EAST,Oakdale,MN,55128,44.964297,-92.960145
Banning State Park - Picnic Area,Sandstone,MN,55072,46.1648613418289,-92.8343622109556
ELAN WEST END STATION 3,St. Louis Park,MN,55416,44.96955,-93.34477
SEARS IMPORTS CUST PARKING SE,Minnetonka,MN,55305,44.971966,-93.449924
TARGET T2229 STATION 1,Saint Paul,MN,55104,44.954351,-93.154917
WEST LOT WEST PARKINGLOT,Wadena,MN,56482,46.440134,-95.128793
Hy-Vee - Tesla Supercharger,Saint Peter,MN,56082,44.336411,-93.950011
Target - Tesla Supercharger,St. Paul,MN,55104,44.954444,-93.154917
TARGET T2229 STATION 2,Saint Paul,MN,55104,44.95435,-93.15492
Superior Ford-Plymouth,Plymouth,MN,55442,45.056329,-93.402831
CITY OF EDINA GRANDVIEW LIQ,Edina,MN,55436,44.911606,-93.35379
ESTELLE STATION 1,Edina,MN,55435,44.876938,-93.32971
WCROC,Morris,MN,56267,45.594977,-95.878942
Grand Casino Hinckley,Hinckley,MN,55037,46.009372,-92.895285
MINNEAPOLIS HAAF RAMP L2-3,Minneapolis,MN,55415,44.977234,-93.26295
UNIV ST THOMAS TOMMIE 5,Saint Paul,MN,55105,44.942629,-93.188209
Whitewater Travel Plaza,Saint Charles,MN,55972,43.94913,-92.066
City of Litchfield Central Park,Litchfield,MN,55355,45.12985,-94.52786
City of Litchfield City Hall,Litchfield,MN,55355,45.12685,-94.52625
MCPA EAST UNIT 2,Saint Paul,MN,55155,44.956975,-93.084459
Crescent Ridge Corporate Center,Minnetonka,MN,55305,44.9739363,-93.4178621
Albertville Outlet Mall,Albertville,MN,55301,45.24448,-93.66115
Arlington Hills Community Center,St. Paul,MN,55130,44.9764729428353,-93.0726399943921
Margaret St Parking,St. Paul,MN,55101,44.9612053688256,-93.0682995236754
Yorke & Payne Parking,St. Paul,MN,55130,44.9685060294845,-93.0738823103744
Rockwood Lodge & Outfitters,Grand Marais,MN,55604,48.0541285859021,-90.5202616716008
APPLEWOOD POINT STATION 1,Eden Prairie,MN,55344,44.85689,-93.48315
Crest Ridge Corporate Center,Minnetonka,MN,55305,44.9685571,-93.4186202
KLINE VOLVO CAR KVOLVO SERVICE,Maplewood,MN,55109,45.03363,-93.04412
BELW GIANT LEVEL 2,Blue Earth,MN,56013,43.651253,-94.095751
Fairfield Inn & Suites by Marriott Northfield,Northfield,MN,55057,44.459113589088,-93.1606258435329
Parkway Place Luxury Apartments,saint louis park,MN,55416,44.9468847,-93.3313146
UNION DEPOT PARKING LOT A2,Saint Paul,MN,55101,44.947816,-93.085821
UNION DEPOT PARKING LOT A1,Saint Paul,MN,55101,44.94784,-93.085812
UNION DEPOT PARKING LOT B2,Saint Paul,MN,55101,44.94736,-93.085124
UNION DEPOT PARKING LOT B1,Saint Paul,MN,55101,44.947353,-93.085069
Nordic Parking Ramp,Minneapolis,MN,55401,44.9877867,-93.2784544
VOLKSWAGEN IGH E250 FAST CHGR,Inver Grove Heights,MN,55077,44.880105,-93.079328
HYUNDAI MANKATO DC FAST 1,Mankato,MN,56001,44.177566,-93.966338
HYUNDAI MANKATO STATION1 CT4K,Mankato,MN,56001,44.177627,-93.96653
BLAZE WOODLANE DR 1,Woodbury,MN,55125,44.926201,-92.966585
Norman Pointe 1,Bloomington,MN,55437,44.8580225,-93.354222
8000 Tower,Bloomington,MN,55437,44.852673,-93.351345
Kimber Creek Ford,Pine River,MN,56474,46.70963,-94.389311
CITY OF EDINA CITY HALL 3,Edina,MN,55424,44.911316,-93.347815
CITY OF EDINA CITY HALL 2,Edina,MN,55424,44.911284,-93.347816
"Casey's Albert Lea (Albert Lea, MN)",Albert Lea,MN,56007,43.65452,-93.3365
Lake Place Apartments,Eden Prairie,MN,55344,44.8428565,-93.4222177
CSG EV COMM CNTR L2(7),Plymouth,MN,55447,45.022079,-93.46738
CSG EV COMM CNTR L2(6),Plymouth,MN,55447,45.022016,-93.467386
CSG EV COMM CNTR L2(9),Plymouth,MN,55447,45.022151,-93.467394
CSG EV COMM CNTR L2(1),Plymouth,MN,55447,45.02126,-93.468322
CSG EV COMM CNTR L2(2),Plymouth,MN,55447,45.021203,-93.46815
CSG EV COMM CNTR L2(3),Plymouth,MN,55447,45.021161,-93.468118
CSG EV COMM CNTR L2(4),Plymouth,MN,55447,45.021164,-93.46817
CSG EV COMM CNTR L2(5),Plymouth,MN,55447,45.021089,-93.468053
"City of St. Cloud, MN",Saint Cloud,MN,56304,45.54394,-94.14268
Grand Casino Mille Lacs North Charging Station,Onamia,MN,56359,46.1812925,-93.7589947
Grand Casino Mille Lacs West Charging Station,Onamia,MN,56359,46.179981,-93.758562
Normandale Village Lunds and Byerlys,Bloomington,MN,55437,44.824252,-93.349925
Normandale Village Haskells,Bloomington,MN,55437,44.8243,-93.348953
Normandale Village Subway,Bloomington,MN,55437,44.824259,-93.347502
Normandale Village Anytime Fitness,Bloomington,MN,55437,44.82478,-93.347497
PCB PCB LKVL EAST,Lakeville,MN,55044,44.647979,-93.284585
PCB PCB LKVL WEST,Lakeville,MN,55044,44.647994,-93.285066
LUTHER MAZDA MAZDA GUEST,Brooklyn Center,MN,55429,45.077054,-93.337971
Valley Creek Office Park,Golden Valley,MN,55427,44.9855745,-93.3867865
IGH E250 N CUST,Inver Grove Heights,MN,55077,44.87865,-93.07962
McLeod Cooperative Power Assn.,Glencoe,MN,55336,44.7718,-94.11589
CIVICEV COMMUNITY CTR2,Minnetonka,MN,55345,44.939276,-93.467675
BELW GIANT BELW PLANT,Blue Earth,MN,56013,43.638543,-94.10155
"Casey's Worthington #3 (Worthington, MN)",Worthington,MN,56187,43.64008,-95.59459
PAPIK MOTORS PAPIK MOTORS,Luverne,MN,56156,43.640677,-96.221058
CSG EV COMM CNTR L2(8),Plymouth,MN,55447,45.022249,-93.467394
CIVICEV CENTRAL FIRE 1,Minnetonka,MN,55345,44.940822,-93.464653
CIVICEV CENTRALFIRE1 L2,Minnetonka,MN,55345,44.940809,-93.464546
Cobblestone Court Shopping Center,Burnsville,MN,55337,44.747292,-93.278594
Superior Shores Resort,Two Harbors,MN,55616,47.035383393125,-91.644794914819
Superior Shores Resort Burlington Bay Condos,Two Harbors,MN,55616,47.0298943,-91.6503332
ST OLAF COLLEGE TOWNHOMES,Northfield,MN,55057,44.460934,-93.17841
ST OLAF COLLEGE BUNTROCK,Northfield,MN,55057,44.463182,-93.183626
CENTRALGV EDINA WEST,Edina,MN,55435,44.875181,-93.329626
CENTRALGV EDINA EAST,Edina,MN,55435,44.875182,-93.329557
CITY OF EDINA PUBLIC WORKS 1,Edina,MN,55439,44.86788,-93.3543
RAMP CHARGER STATION 1,Rochester,MN,55904,44.022105,-92.462037
RAMP CHARGER RAMP 6,Rochester,MN,55904,44.02256,-92.462018
CENTRALGV CENTRAL S,Golden Valley,MN,55422,44.98583,-93.33808
CENTRALGV CENTRAL N,Golden Valley,MN,55422,44.985759,-93.338086
TARGET T0005 STATION 2,Bloomington,MN,55431,44.859499,-93.311363
TARGET T0005 STATION 1,Bloomington,MN,55431,44.859531,-93.311361
KW MAPLE GROVE KW697,Maple Grove,MN,55369,45.085125,-93.412993
BUERKLE HYUNDAI BUERKLE HYUNDAI,Saint Paul,MN,55110,45.04157,-93.038227
CASE BUILDING CASE BUILDING 2,Saint Paul,MN,55114,44.961689,-93.203364
Jensen Buick GMC,New Ulm,MN,56073,44.28542142064243,-94.43532177460192
Mystic Lake Casino Hotel Parking Garage,Prior Lake,MN,55372,44.7301581414253,-93.4705851772156
Mystic Center North Lot,Prior Lake,MN,55372,44.73374101,-93.47556219
EMC Headquarters - Plymouth,Plymouth,MN,55447,45.01285,-93.481457
EPCO Factory,Hopkins,MN,55343,44.905609,-93.404976
Snell Indoor Auto Center,Mankato,MN,56001,44.168181,-93.947518
Pioneer Emobility,Champlin,MN,55316,45.154298,-93.39285
Harry Brown's Family Automotive,Faribault,MN,55021,44.293745,-93.294741
Target - Tesla Supercharger,Bloomington,MN,55431,44.861057,-93.312177
TARGET T2193 STATION 2,Maple Grove,MN,55369,45.134921,-93.474837
TARGET T2193 STATION 1,Maple Grove,MN,55369,45.134923,-93.474944
Cub Foods - Tesla Supercharger,Monticello,MN,55362,45.300804,-93.799559
Holiday Stationstores - Tesla Supercharger,North Branch,MN,55056,45.510927,-92.990614
Target - Tesla Supercharger,Maple Grove,MN,55369,45.134938,-93.474586
CIVICEV MNTKA DRIVE,Minnetonka,MN,55345,44.937905,-93.465284
Best Western Fairmont,Fairmont,MN,56031,43.6767314,-94.4458867
NELSON ELECTRIC STATION 1,Brooklyn Park,MN,55445,45.09604,-93.38705
ST PAUL SUBARU WEST SHOP,South Saint Paul,MN,55075,44.877391,-93.033185
ST PAUL SUBARU EAST SHOP,South Saint Paul,MN,55075,44.877826,-93.032448
ANOKA RAMSEY CC ARCC LEFT,Coon Rapids,MN,55433,45.17282,-93.35039
8200 Tower,Minneapolis,MN,55437,44.8545057,-93.355344
8400 Tower,Bloomington,MN,55438,44.8483787,-93.3625606
CIVICEV WILLIE DC,Minnetonka,MN,55345,44.937864,-93.465287
BELW GIANT BELW AG CEN,Blue Earth,MN,56013,43.634003,-94.090484
ANOKA RAMSEY CC ARCC 1,Coon Rapids,MN,55433,45.17287,-93.35038
Savage City Hall,Savage,MN,55378,44.76546,-93.35486
TARGET T9104 STATION 2,Minneapolis,MN,55413,44.993071,-93.212475
TARGET T9104 STATION 1,Minneapolis,MN,55413,44.992975,-93.212471
Center Street Parking Ramp,Rochester,MN,55902,44.0234507308398,-92.4635218732767
3rd St Parking Ramp,Rochester,MN,55902,44.0203189769431,-92.464892311898
SMM SMM UNIT 2 & 3,Saint Paul,MN,55102,44.942574,-93.098806
Audi Minneapolis,Golden Valley,MN,55426,44.972333,-93.397754
Bloomington Subaru,Minneapolis,MN,55420,44.859651,-93.2677473
KANDIYOHI POWER W STATION 1 & 2,Spicer,MN,56288,45.208134,-94.980255
Seagren's Home Hardware Outdoors - Tesla Supercharger,Two Harbors,MN,55616,47.028324,-91.680656
Target Roseville,Roseville,MN,55113,45.006605,-93.163554
KANDIYOHI POWER W STATION 3 & 4,Spicer,MN,56288,45.208183,-94.980286
HY VEE BROOKLYN PARK 2,Brooklyn Park,MN,55445,45.1258,-93.358817
JIM LUPIENT BUICK GMC,Golden Valley,MN,55426,44.972352,-93.372492
Omni Viking Lakes Hotel - Tesla Destination,Eagan,MN,55121,44.860817,-93.112691
Mystic Lake Hotel and Casino - Tesla Destination,Prior Lake,MN,55372,44.72917,-93.47251
Village Homes of Grandview Square 1 Association,Edina,MN,55436,44.907546,-93.355143
J. Becher Parking Lot,Rogers,MN,55374,45.192113952,-93.541514658
CIVICEV COMMUNITY CTR1,Minnetonka,MN,55345,44.93915,-93.467618
IKEA USA BLOOMINGTON 1,Bloomington,MN,55425,44.858202,-93.244683
Apple Ford Pro Elite,Lakeville,MN,55044,44.642039,-93.212091
Cobblestone Court Shopping Center DCFC,Burnsville,MN,55337,44.746988,-93.278724
GRAND RAPIDS CHEVROLET GMC INC,GRAND RAPIDS,MN,55744,47.214314,-93.527952
8500 Tower,Bloomington,MN,55437,44.8535173,-93.3566825
Apadana,New Hope,MN,55427,45.0192664,-93.374233
CASE BUILDING CASE BUILDING 1,Saint Paul,MN,55114,44.96164,-93.203369
VLIC Parking Ramp,Eagan,MN,55121,44.85849,-93.11788
Whitaker Buick GMC,Forest Lake,MN,55025,45.277774,-93.005673
240 Park Avenue,Minneapolis,MN,55415,44.97774,-93.25965
Fresh Market Grocery,Lake City,MN,55041,44.44734,-92.2642
MiEnergy Cooperative MN Public Charger,Rushford,MN,55971,43.80495,-91.79508
Preston Trailhead Parking Lot,Preston,MN,55965,43.67174,-92.0774
City of  Preston,Preston,MN,55965,43.67632,-92.07881
Spring Valley Parking Lot,Spring Valley,MN,55975,43.69116,-92.39148
Downtown Austin,Austin,MN,55912,43.66856,-92.97354
1st St NW,Austin,MN,55912,43.66933,-92.97624
Blooming Prairie City Hall,Blooming Prairie,MN,55917,43.86582,-93.04924
Courtyard by Marriott,Owatonna,MN,55060,44.08662,-93.22565
Owatonna Theatre,Owatonna,MN,55060,44.08205,-93.24588
DAHLAUTO- TOYSALES-CT4000,Winona,MN,55987,44.043525,-91.666704
Downtown Plaza,Fairmont,MN,56031,43.65323,-94.46192
Redwood Community Center,Redwood Falls,MN,56283,44.53768,-95.09121
Marshall Muni Liquor Tall Grass Liquor,Marshall,MN,56258,44.43013,-95.76809
New Prague City Hall,New Prague,MN,56071,44.54463,-93.57807
Coborn’s New Prague,New Prague,MN,56071,44.54188,-93.55561
Dakota Electric Association,Farmington,MN,55024,44.62949,-93.15303
Valley Natural Foods,Burnsville,MN,55337,44.75451,-93.24917
City Of North Branch,North Branch,MN,55056,45.51123,-92.98038
Coborn's Pharmacy,Princeton,MN,55371,45.55609,-93.58108
Neighbors on the  Rum,Princeton,MN,55371,45.57609,-93.58038
Klocka - Mora Municipal Utilities,Mora,MN,55051,45.87668,-93.29727
Runestone Electric,Alexandria,MN,56308,45.82818,-95.39046
City of Floodwood,Floodwood,MN,55736,46.92631,-92.91505
Korner Store,Duluth,MN,55808,46.67147,-92.22686
City of Duluth Depot Lot Charger #1,Duluth,MN,55802,46.78024,-92.10556
Grand Marais Public Utilities  Municipal Campground Park Office Parking Lot West Side,Grand Marais,MN,55604,47.74773,-90.3439
HY VEE RCHSTER 4 NORTH,Rochester,MN,55901,44.065711,-92.525428
LEGACYCONDOS LEGACYP-1,Minneapolis,MN,55415,44.97583,-93.249673
LEGACYCONDOS LEGACYGUESTPRK,Minneapolis,MN,55415,44.975805,-93.249655
St. Cloud Honda,Waite Park,MN,56387,45.54694,-94.236642
22021 SHOP STATION 1,Waite Park,MN,56387,45.548983,-94.222788
The Carlyle,Minneapolis,MN,55401,44.981806,-93.263098
IDS624 SCHOOLS NS-ELEM 1,Hugo,MN,55038,45.17276,-92.990767
House Chevrolet Buick Cadillac,OWATONNA,MN,55060,44.128248,-93.249484
UMN LOT 86-EVCHG-1,Minneapolis,MN,55454,44.97412,-93.244174
LAWSON RAMP 1 LAWSON RAMP 1,St.Paul,MN,55102,44.94614,-93.09515
LAWSON RAMP 1 LAWSON RAMP 2,St.Paul,MN,55102,44.945946,-93.09495
Inver Grove Ford Lincoln,Inver Grove Heights,MN,55077,44.880515,-93.080637
Minnesota Department of Natural Resources - Tettegouche State Park,Silver Bay,MN,55614,47.34,-91.19584
Minnesota Department of Natural Resources - Big Bog State Recreation Area,Waskish,MN,56685,48.17379,-94.5126
Minnesota Department of Natural Resources - Gooseberry State Park,Two Harbors,MN,55616,47.13959,-91.47335
Minnesota Department of Natural Resources - Bear Head Lake State Park,Ely,MN,55731,47.79599,-92.07757
Roseau County Ford,Roseau,MN,56751,48.8419399009864,-95.7678240365484
C & M Ford,Hallock,MN,56728,48.7827454639591,-96.9508589647073
Enel X - River Cinema 15,East Grand Forks,MN,56721,47.9297391214543,-97.0269288668416
University of Minnesota - Crookston Bookstore,Crookston,MN,56716,47.8029174100176,-96.6070002387944
Crookston Public Parking,Crookston,MN,56716,47.7748310892381,-96.607244529273
PRAIRIE LOFTS STATION 1,Luverne,MN,56156,43.646199,-96.211306
PRAIRIE LOFTS STATION 2,Luverne,MN,56156,43.646202,-96.211298
HENNEPIN COUNTY RIDGEDALE RAMP2,Minnetonka,MN,55305,44.964503,-93.441264
LAWSON RAMP 1 LAWSON RAMP 4,Saint Paul,MN,55102,44.946014,-93.09502
LAWSON RAMP 1 LAWSON RAMP 3,Saint Paul,MN,55102,44.946007,-93.09493
Luther Brookdale Mitsubishi,Minneapolis,MN,55429,45.076929,-93.33852
Southtown Office Park,Bloomington,MN,55431,44.8560639,-93.3106049
HENNEPIN COUNTY RIDGEDALE RAMP1,Minnetonka,MN,55305,44.964455,-93.441261
Christian Motors,Fertile,MN,56540,47.549215141403614,-96.2789903243601
Government Center Garage,Minneapolis,MN,55415,44.97612662159354,-93.26451028698324
517 S. Marquette Ave. Garage,Minneapolis,MN,55402,44.977725335914194,-93.26949117707046
Midtown Garage,Minneapolis,MN,55401,44.98013182311863,-93.27085281731912
WINNER GAS BROOKDALE DR,Minneapolis,MN,55444,45.094941,-93.300814
RB HONDA LVL 2 OUTSIDE 1,Minneapolis,MN,55423,44.862576,-93.286321
O'Neill Electric Inc,Stillwater,MN,55082,45.0375616,-92.8072433
TALO E-VEHICLE EAST,Wayzata,MN,55416,44.971551,-93.34615
TALO E-VEHICLE WEST,Wayzata,MN,55416,44.971559,-93.346407
Gilleland Chevrolet Cadillac,St. Cloud,MN,56301,45.553593,-94.195234
Gasparre New Boston Square LLC,Minneapolis,MN,55418,45.009384008719486,-93.24677588658692
CNX CNX L3-1,Ramsey,MN,55303,45.236274,-93.447074
"Simon-Twin Cities Premium Outlets (Eagan, MN)",Eagan,MN,55122,44.81487,-93.2174
"Target T2313 (Edina, MN)",Edina,MN,55435,44.87482,-93.32186
"Menards Duluth 3074 (Duluth, MN)",Duluth,MN,55807,46.74067,-92.15902
"Nordic Star LLC-Evergreen Square (Pine City, MN)",Pine City,MN,55063,45.81871,-92.97976
Shakopee Lewis Street 2nd Avenue East,Shakopee,MN,55379,44.79836,-93.52494
KEY WESTGATE WESTGATE EAST2,Saint Paul,MN,55114,44.970207,-93.20562
KEY WESTGATE WESTGATE EAST1,Saint Paul,MN,55114,44.97016,-93.205605
KEY WESTGATE WESTGATE WEST1,Saint Paul,MN,55114,44.97016,-93.20607
Cub Foods - Tesla Supercharger,Eagan,MN,55122,44.795177,-93.205545
410 SOUTH MAIN,STEWARTVILLE,MN,55976,43.851571,-92.487817
Hy-Vee Grocery Store - Tesla Supercharger,Marshall,MN,56258,44.438612,-95.777636
COLLINS AERO ORIGINAL ST1,Burnsville,MN,55306,44.743385,-93.31189
MarTen Garage,Minneapolis,MN,55402,44.973792669482265,-93.2729014288634
Cub Foods - Tesla Supercharger,Blaine,MN,55434,45.125867,-93.258022
HUTCH UTILITIES DC FAST 2,Hutchinson,MN,55350,44.879421,-94.382604
CHEV WAYZATA STATION 1,Wayzata,MN,55391,44.971844,-93.484831
WUERFLEIN CHEVROLET BUICK GMC,ALBERT LEA,MN,56007,43.682579,-93.360698
DirtRoad EV - Zachary Playfield,Plymouth,MN,55442,45.035132,-93.42185
CITY OF EDINA BRAEMAR ARENA 1,Edina,MN,55439,44.868282,-93.39608
Cub Foods - Tesla Supercharger,Willmar,MN,56201,45.100967,-95.041954
Dahl Motors LLC,PIPESTONE,MN,56164,43.993291,-96.305911
Wright-Hennepin Headquarters,Rockford,MN,55373,45.09595,-93.74507
Driskill's - Hopkins,Hopkins,MN,55343,44.92496,-93.41379
Wooden Hill Brewing,Edina,MN,55439,44.86736,-93.35931
Kwik  Trip,Stewartville,MN,55976,43.87733,-92.48991
Sunshine Foods,Spring Valley,MN,55975,43.69917,-92.39725
SCC-NM SCC ONE,North Mankato,MN,56003,44.174315,-94.047511
SCC-NM SCC TWO,North Mankato,MN,56003,44.174315,-94.047527
CROW WING POWER CROW WING POWER,Brainerd,MN,56401,46.403138,-94.28037
Apple Chevrolet Northfield,Northfield,MN,55057,44.438721,-93.184321
1800 Lake,Minneapolis,MN,55408,44.948632,-93.304547
Costco St Louis Park #377,St Louis Park,MN,55416,44.9669096,-93.3543032
Egan Company Corporate Office,Champlin,MN,55316,45.1643828,-93.3897903
Niron Magnetics,Minneapolis,MN,55413,44.99639,-93.22472
Churchill Apartments,Minneapolis,MN,55401,44.98276719050609,-93.26512006036955
St. Paul South Ramp,Saint Paul,MN,55102,44.9457126,-93.0981166
Centre Pointe,Mendota Heights,MN,55120,44.8824484,-93.1529476
Eagandale Corporate Center station location,Eagan,MN,55121,44.8592221,-93.1640827
1 Southdale Place station location,Edina,MN,55435,44.8791936,-93.3222088
John Wiese Ford,Sauk Centre,MN,56378,45.726057,-94.947051
Harry Brown's Family Automotive,Faribault,MN,55021,44.29400981826763,-93.29500929635604
Gatsby,Minneapolis,MN,55404,44.9687032,-93.2655124
Market Ridge,Minneapolis,MN,55405,44.98018316320173,-93.28864621770784
Northland Center,Bloomington,MN,55431,44.8577808,-93.3256708
"CircleK - Pine City, MN",Pine City,MN,55063,45.82192,-92.9813
La Cresent Area Event Center,La Crescent,MN,55947,43.83485653212366,-91.30136230133056
Buerkle Acura,Brooklyn Park,MN,55445,45.093888847137535,-93.37575331790968
Fieldhouse Dinkytown,Minneapolis,MN,55414,44.98430692660888,-93.23143809088528
New Brighton Ford,New Brighton,MN,55112,45.06596756914495,-93.22006724489792
Inver Grove Ford,Inver Grove Heights,MN,55077,44.880256769892696,-93.08235413510911
THE LORIENT STATION 1,Edina,MN,55410,44.921257,-93.329346
Red Wing Chevrolet Buick,Red Wing,MN,55066,44.565115,-92.568179
Perkins Restaurant & Bakery - Tesla Supercharger,Fergus Falls,MN,56537,46.290018,-96.118305
Viking Lakes Bldg D,Eagan,MN,55121,44.85778,-93.119
Trimble,Minnetonka,MN,55343,44.92223397295759,-93.44892576330246
Surfside on Lake Superior - Tesla Supercharger,Tofte,MN,55615,47.564462,-90.856492
"CircleK - Alexandria, MN",Alexandria,MN,56308,45.84171,-95.38932
Dondelinger Chevrolet-Buick,BEMIDJI,MN,56601,47.495258,-94.913773
Becketwood Cooperative,Minneapolis,MN,55406,44.924708,-93.206663
